#CLOCK=0.001000000
#SIZE=8192
#PROBE=1
#VOLTDIV=6
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.513725,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.701961,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
3.576471,0,0
